,sp500 high,nasdaq high,usd_chf,eur_usd,silver high,palladium high,palladium low,year,month,gold high
1983,245.91,142.69,0.9627,1.147,15.82,83.04,82.49,2017,7,117.53
1984,245.72,143.17,0.9526,1.1578,15.946,83.253,82.65,2017,7,118.33
1985,247.0,144.19,0.9548,1.1518,15.97,83.28,82.11,2017,7,118.27
1986,247.42,144.44,0.9507,1.1634,16.02,81.45,79.96,2017,7,118.62
1987,246.91,144.11,0.9468,1.1655,16.13,81.55,80.65,2017,7,119.39
1988,246.98,144.87,0.9456,1.1642,16.17,81.46,80.64,2017,7,119.5762
1989,247.8,144.74,0.9496,1.1656,16.22,82.72,81.94,2017,7,119.32
1990,247.79,144.95,0.958,1.1632,16.29,83.15,82.42,2017,7,120.15
1991,248.0,145.96,0.9656,1.1656,16.41,84.72,83.72,2017,7,120.14
1992,247.06,144.0752,0.9685,1.1754,16.36,84.6,83.85,2017,7,120.8558
1993,247.48,144.43,0.965,1.1826,16.47,85.92,84.63,2017,7,120.805
1994,247.5,143.76,0.9655,1.1799,16.43,86.0,85.3,2017,8,121.14
1995,247.6,144.52,0.9684,1.1861,16.35,86.65,85.5,2017,8,121.02
1996,247.34,144.17,0.969,1.188,16.29,85.79,84.35,2017,8,120.83
1997,247.79,143.97,0.9721,1.1754,16.06,84.69,83.85,2017,8,120.039
1998,247.87,144.56,0.9728,1.1788,15.9,84.94,84.2,2017,8,119.79
1999,248.91,145.47,0.9766,1.1724,16.09,86.0,85.36,2017,8,120.12
2000,247.31,144.19,0.9649,1.1748,16.52,85.56,84.88,2017,8,121.55
2001,246.44,143.4,0.9647,1.1751,16.82,86.38,85.91,2017,8,122.44
2002,244.8,142.41,0.962,1.1811,16.7,86.18,85.41,2017,8,122.83
2003,246.79,144.15,0.9714,1.1786,16.75,86.11,85.64,2017,8,122.24
2004,247.0,144.302,0.9718,1.1736,16.34,85.64,84.65,2017,8,121.2299
2005,247.57,144.96,0.9744,1.1703,16.71,87.61,85.52,2017,8,122.06
2006,246.6,143.94,0.9633,1.1736,16.75,88.96,88.12,2017,8,122.6099
2007,244.19,142.2,0.9642,1.1748,16.77,88.93,88.09,2017,8,123.54
2008,243.2,141.53,0.9629,1.1814,16.7,89.67,88.94,2017,8,122.981
2009,245.62,143.35,0.9668,1.1762,16.68,89.35,88.72,2017,8,122.56
2010,245.05,143.01,0.9667,1.1802,16.68,89.44,88.66,2017,8,122.69
2011,245.18,143.17,0.9646,1.1801,16.59,89.43,89.02,2017,8,122.64
2012,245.61,143.18,0.9574,1.1874,16.73,89.47,88.82,2017,8,123.02
2013,245.2,142.74,0.9554,1.1973,17.06,89.74,89.16,2017,8,124.73
2014,245.15,143.21,0.948,1.2025,17.2144,90.79,90.0882,2017,8,125.87
2015,246.32,144.89,0.9583,1.1927,17.03,89.86,88.96,2017,8,124.62
2016,247.77,146.21,0.961,1.1894,17.2,89.78,88.98,2017,8,125.84
2017,248.33,146.585,0.9626,1.1878,17.32,93.99,90.39,2017,9,126.17
2018,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2017,9,146.10147749395
2019,247.52,145.88,0.9577,1.1911,17.56,94.79,91.831,2017,9,127.78
2020,247.28,145.46,0.9537,1.1943,17.55,91.27,89.6,2017,9,127.44
2021,247.27,145.84,0.9498,1.2028,17.7,91.8,89.73,2017,9,128.32
2022,247.11,145.35,0.9456,1.2041,17.68,90.12,89.33,2017,9,128.3
2023,249.3,146.12,0.9533,1.1964,17.48,90.36,89.28,2017,9,126.94
2024,250.09,146.41,0.9596,1.1968,17.45,91.7,89.84,2017,9,126.59
2025,250.21,146.44,0.9639,1.1898,17.38,90.31,89.53,2017,9,126.45
2026,250.32,146.2869,0.966,1.1886,17.34,89.33,87.53,2017,9,126.44
2027,249.29,146.59,0.9594,1.1959,17.26,88.5944,87.584,2017,9,125.99
2028,250.12,146.37,0.963,1.1938,16.95,89.68,89.0,2017,9,124.76
2029,250.07,146.01,0.9628,1.198,16.91,87.85,86.77,2017,9,124.65
2030,250.19,145.91,0.9617,1.1998,16.95,87.36,86.15,2017,9,125.0599
2031,249.98,145.26,0.9692,1.1946,16.63,87.55,87.05,2017,9,123.07
2032,249.63,144.53,0.9694,1.1969,16.62,88.29,87.39,2017,9,123.39
2033,249.55,143.8299,0.9682,1.1852,16.76,88.02,86.91,2017,9,124.66
2034,249.7,143.8,0.9706,1.1772,16.55,87.67,87.2,2017,9,123.81
2035,250.49,145.0,0.9745,1.1747,16.51,89.18,87.64,2017,9,122.51
2036,250.44,144.5566,0.971,1.1776,16.48,89.63,88.64,2017,9,122.475
2037,251.32,145.555,0.9688,1.1813,16.42,89.86,89.12,2017,9,122.3
2038,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2017,10,146.10147749395
2039,252.32,146.17,0.9737,1.1745,16.29,89.38,87.0,2017,10,121.34
2040,252.89,146.06,0.9734,1.1759,16.26,88.09,86.76,2017,10,121.1
2041,253.44,146.34,0.9756,1.176,16.27,88.56,87.83,2017,10,121.27
2042,254.68,147.54,0.9792,1.1706,16.33,90.0,88.87,2017,10,121.24
2043,254.7,147.66,0.9777,1.1732,16.46,90.16,87.91,2017,10,121.21
2044,254.7,148.0093,0.9473143475906877,1.191436924742826,16.57,88.89,88.4,2017,10,122.11
2045,255.05,148.14,0.9744,1.1804,16.81,89.84,89.25,2017,10,122.97
2046,255.02,148.07,0.9732,1.1847,16.81,91.99,90.4,2017,10,122.88
2047,255.06,148.355,0.976,1.184,16.84,94.13,92.94,2017,10,123.035
2048,255.27,148.51,0.9745,1.1837,16.98,95.24,94.23,2017,10,123.86
2049,255.51,148.89,0.9735,1.181,17.03,96.19,92.82,2017,10,123.97
2050,255.52,149.06,0.9804,1.1754,16.68,94.73,93.64,2017,10,122.32
2051,255.95,149.21,0.9817,1.1775,16.61,93.92,91.26,2017,10,121.94
2052,255.83,148.33,0.9751,1.1842,16.84,92.18,90.7,2017,10,122.55
2053,257.14,149.04,0.9844,1.177,16.78,93.37,92.06,2017,10,121.98
2054,257.51,149.03,0.9862,1.1762,16.7,92.38,91.06,2017,10,121.9
2055,256.83,148.3,0.989,1.1766,16.62,92.49,91.6,2017,10,121.71
2056,256.31,148.18,0.9888,1.1802,16.57,92.84,91.72,2017,10,121.5899
2057,256.3,147.705,0.995,1.17,16.52,92.99,91.84,2017,10,121.16
2058,257.89,151.52,0.999,1.158,16.45,92.8,91.99,2017,10,120.99
2059,257.6,152.19,0.9969,1.1626,16.48,92.59,92.3,2017,10,121.47
2060,257.44,152.37,0.9968,1.1648,16.37,94.06,93.21,2017,10,120.84
2061,258.43,152.83,1.0014,1.1618,16.75,95.84,95.2,2017,11,121.55
2062,257.75,151.99,0.9977,1.1672,16.81,96.1,94.66,2017,11,121.96
2063,258.5,153.29,1.0002,1.1616,16.75,95.43,94.6,2017,11,121.43
2064,259.0,153.85,0.999,1.16,16.83,95.51,94.85,2017,11,121.85
2065,259.35,154.0823,0.9996,1.1577,16.77,95.31,94.82,2017,11,121.56
2066,259.22,154.54,0.9997,1.1591,16.8,97.17,95.71,2017,11,122.25
2067,258.39,153.77,0.9958,1.1648,16.63,97.08,96.01,2017,11,122.41
2068,258.29,153.8,0.9473143475906877,1.191436924742826,16.68,95.78,95.01,2017,11,122.11
2069,258.59,154.0693,0.9975,1.1656,16.65,95.08,94.3,2017,11,121.55
2070,257.85,153.5,0.9914,1.1764,16.68,94.49,93.01,2017,11,121.91
2071,257.22,153.0,0.9902,1.1794,16.74,94.23,93.13,2017,11,122.36
2072,259.04,154.89,0.9926,1.1772,16.7,94.58,93.8,2017,11,121.71
2073,258.59,154.69,0.9882,1.1799,16.94,95.3,94.37,2017,11,123.17
2074,258.52,154.2,0.9923,1.1741,16.7,95.41,94.09,2017,11,122.41
2075,260.2,155.57,0.9916,1.1741,16.63,95.79,94.85,2017,11,122.0
2076,260.15,155.84,0.9838,1.1789,16.74,96.01,95.34,2017,11,122.95
2077,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2017,11,146.10147749395
2078,260.48,156.31,0.9788,1.1936,16.72,95.93,95.15,2017,11,122.61
2079,260.75,156.56,0.9804,1.1911,16.75,96.266,95.3696,2017,11,123.33
2080,262.9,156.69,0.9831,1.1878,16.65,98.23,96.52,2017,11,123.17
2081,263.63,156.45,0.9837,1.1858,16.305,97.27,96.66,2017,11,122.33
2082,266.05,155.45,0.9838,1.1898,16.07,96.77,96.182,2017,11,121.695
2083,265.31,155.24,0.9762,1.191,16.139,97.81,96.7,2017,12,122.43
2084,266.8,155.625,0.9858,1.1848,15.97,96.8801,94.71,2017,12,121.2
2085,265.15,154.55,0.9868,1.182,15.8,94.51,93.83,2017,12,120.505
2086,263.73,153.735,0.9904,1.1788,15.67,95.0419,94.3,2017,12,120.44
2087,264.43,154.46,0.9921,1.179,15.47,97.2646,96.32,2017,12,119.24
2088,265.52,155.53,0.9928,1.1761,15.5,96.4,95.407,2017,12,118.92
2089,266.38,155.95,0.99,1.1802,15.42,96.72,95.76,2017,12,118.54
2090,267.32,156.15,0.9926,1.1725,15.37,96.85,96.0,2017,12,118.17
2091,267.56,156.49,0.9894,1.1762,15.75,97.1987,96.35,2017,12,119.35
2092,267.22,156.66,0.99,1.1778,15.55,99.0,96.9979,2017,12,119.285
2093,267.04,157.82,0.9903,1.1778,15.675,98.34,97.41,2017,12,119.5
2094,268.6,158.77,0.9856,1.1804,15.77,97.71,97.0946,2017,12,119.99
2095,268.53,158.5,0.9857,1.1822,15.74,97.93,97.08,2017,12,119.9
2096,268.33,158.28,0.9859,1.1881,15.84,98.6836,98.09,2017,12,120.36
2097,268.39,158.25,0.989,1.1872,15.83,99.1419,98.5,2017,12,120.45
2098,267.64,157.43,0.9898,1.1839,16.001,99.3,98.94,2017,12,121.14
2099,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2017,12,146.10147749395
2100,267.44,156.72,0.9891,1.1867,16.15,100.5,99.65,2017,12,121.87
2101,267.73,156.96,0.987,1.1902,16.3,101.5098,100.65,2017,12,122.34
2102,267.92,157.07,0.9774,1.1952,16.45,102.3,101.2478,2017,12,122.92
2103,268.55,156.9,0.9738,1.2022,16.68,102.0,100.79,2017,12,124.085
2104,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,1,146.10147749395
2105,268.81,158.53,0.9718,1.205,16.77,104.7435,103.08,2018,1,125.18
2106,270.64,160.17,0.9762,1.203,16.8033,103.9345,103.18,2018,1,125.09
2107,272.16,160.79,0.9753,1.2064,16.83,105.47,104.68,2018,1,125.85
2108,273.56,162.03,0.9752,1.2039,16.83,104.44,103.6641,2018,1,125.48
2109,274.1,162.63,0.9762,1.1973,16.7266,105.1,104.56,2018,1,125.32
2110,275.25,163.04,0.9832,1.1922,16.6,105.67,105.2238,2018,1,124.86
2111,274.42,162.21,0.978,1.1958,16.6311,104.7,103.22,2018,1,125.31
2112,276.12,163.3,0.9748,1.2035,16.6,103.7,102.89,2018,1,125.66
2113,278.11,164.66,0.9713,1.213,16.8493,107.47,105.1,2018,1,127.13
2114,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,1,146.10147749395
2115,280.09,166.42,0.9618,1.2244,16.8,105.56,104.0134,2018,1,127.18
2116,280.05,166.04,0.9616,1.2229,16.77,106.84,105.08,2018,1,127.22
2117,279.96,166.2,0.9586,1.2238,16.759,105.61,104.79,2018,1,126.52
2118,280.41,166.61,0.9612,1.2238,16.655,105.58,105.104,2018,1,126.73
2119,282.69,168.12,0.9636,1.223,16.62,104.969,103.6,2018,1,126.75
2120,283.62,169.66,0.9598,1.2277,16.63,104.46,103.79,2018,1,127.35
2121,284.7,170.24,0.9452,1.239,17.175,106.36,104.75,2018,1,129.265
2122,284.27,169.63,0.9357,1.2488,17.199,105.414,104.3,2018,1,129.515
2123,286.63,170.95,0.9342,1.2422,17.0448,104.4108,103.3293,2018,1,128.52
2124,286.43,170.91,0.938,1.2352,16.83,103.97,103.335,2018,1,127.63
2125,284.74,169.42,0.9355,1.239,16.86,103.09,100.08,2018,1,127.9167
2126,283.3,169.99,0.9321,1.2428,16.94,100.16,97.79,2018,1,127.85
2127,283.06,169.73,0.9288,1.2482,16.82,99.021,97.7498,2018,2,128.15
2128,280.23,167.7,0.932,1.2446,16.56,100.0,98.72,2018,2,126.85
2129,275.85,165.75,0.9366,1.2418,16.46,98.86,97.7,2018,2,127.31
2130,269.7,162.51,0.9368,1.2381,16.28,97.02,95.42,2018,2,126.55
2131,272.36,163.55,0.9438,1.2281,16.1,94.72,93.5386,2018,2,125.77
2132,268.17,160.8,0.9386,1.2238,16.04,93.5085,91.45,2018,2,125.44
2133,263.61,157.24,0.9393,1.2226,15.92,93.1799,91.3,2018,2,125.14
2134,267.01,159.95,0.9392,1.2267,16.21,94.7955,93.36,2018,2,125.82
2135,266.62,160.01,0.9335,1.2363,16.19,94.64,93.8863,2018,2,126.18
2136,270.0,162.93,0.9319,1.2396,16.5,95.87,94.6,2018,2,128.59
2137,273.04,165.7,0.9232,1.2482,16.48,97.275,96.4541,2018,2,128.569
2138,275.32,166.76,0.9258,1.2442,16.4027,99.97,98.37,2018,2,128.7
2139,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,2,146.10147749395
2140,273.67,166.68,0.9354,1.2348,16.24,99.5,98.4,2018,2,127.4
2141,274.72,167.72,0.9375,1.2314,16.34,98.36,97.27,2018,2,126.76
2142,273.05,166.42,0.9345,1.2326,16.2562,99.23,98.19,2018,2,126.37
2143,274.71,168.17,0.9356,1.2298,16.16,99.8999,99.2,2018,2,126.3
2144,278.01,170.4,0.9388,1.2296,16.22,101.3,100.28,2018,2,126.62
2145,278.92,170.73,0.9398,1.2239,16.17,100.93,98.895,2018,2,126.15
2146,276.19,169.8,0.943,1.2211,16.09,99.63,99.1,2018,2,125.46
2147,273.17,168.07,0.9461,1.2216,16.1399,96.06,93.2,2018,3,125.31
2148,269.72,166.28,0.9378,1.2314,16.15,95.07,93.97,2018,3,125.69
2149,272.89,168.26,0.9397,1.233,16.02,94.0,93.36,2018,3,125.48
2150,273.39,169.11,0.9385,1.2415,16.43,94.6054,93.8411,2018,3,126.9563
2151,273.18,169.07,0.9426,1.2397,16.18,92.8,91.82,2018,3,126.29
2152,274.24,169.98,0.9499,1.2314,16.08,93.83,92.6544,2018,3,125.7
2153,278.87,173.16,0.9493,1.2326,16.26,94.74,93.3,2018,3,125.69
2154,279.91,174.48,0.9489,1.2318,16.14,94.07,92.5983,2018,3,125.57
2155,280.41,175.21,0.9437,1.2398,16.2,94.9,94.05,2018,3,125.99
2156,278.02,172.74,0.9461,1.2362,16.15,95.79,94.0929,2018,3,125.76
2157,276.61,172.53,0.9502,1.2321,16.04,94.48,93.63,2018,3,125.21
2158,275.39,172.2,0.9532,1.228,15.9901,94.74,93.65,2018,3,124.87
2159,274.4,169.22,0.9509,1.2329,15.94,94.83,94.06,2018,3,125.16
2160,271.67,168.04,0.9549,1.2271,15.84,94.3,93.23,2018,3,124.55
2161,273.27,168.76,0.954,1.2268,16.22,94.7899,93.7,2018,3,126.76
2162,268.87,165.77,0.9491,1.231,16.0661,93.91,92.58,2018,3,126.34
2163,264.54,163.06,0.9465,1.236,16.25,93.84,92.79,2018,3,128.06
2164,265.43,164.6,0.9442,1.244,16.355,93.67,92.681,2018,3,128.58
2165,266.77,165.62,0.9474,1.241,16.16,93.44,92.42,2018,3,127.62
2166,262.64,159.78,0.9538,1.2351,15.95,92.75,91.82,2018,3,126.61
2167,265.26,161.71,0.956,1.2297,15.946,92.0,89.581,2018,3,125.81
2168,270.1797653670342,182.68978435063187,0.9532,1.232,21.608060365689703,110.18447308416239,107.93186200591556,2018,3,146.10147749395
2169,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,4,146.10147749395
2170,263.13,159.74,0.9558,1.2288,16.25,90.421,88.58,2018,4,127.54
2171,261.31,157.92,0.959,1.2261,16.059,89.62,88.51,2018,4,126.59
2172,264.36,160.23,0.9595,1.2292,15.97,88.3,87.17,2018,4,127.53
2173,266.64,161.58,0.9633,1.223,15.995,87.5301,85.85,2018,4,126.0825
2174,265.11,160.46,0.9602,1.2274,16.07,86.39,85.43,2018,4,126.6
2175,264.84,160.88,0.9574,1.232,16.13,89.4,87.78,2018,4,126.86
2176,266.04,161.73,0.9574,1.2338,16.22,91.478,90.13,2018,4,127.305
2177,265.64,162.0,0.9578,1.2384,16.44,92.44,91.0308,2018,4,129.47
2178,267.0,162.77,0.9625,1.232,16.12,91.88,90.33,2018,4,127.34
2179,267.54,163.26,0.9631,1.2322,16.26,94.0855,93.635,2018,4,127.75
2180,268.2,163.19,0.9596,1.2373,16.34,96.34,95.231,2018,4,128.05
2181,270.87,166.46,0.9666,1.2345,16.3692,96.62,94.95,2018,4,127.78
2182,271.3,167.0,0.967,1.238,16.8132,99.56,98.688,2018,4,128.54
2183,269.88,165.99,0.9714,1.2336,16.91,98.5111,97.56,2018,4,127.8839
2184,269.06,164.61,0.9744,1.2282,16.76,99.03,97.8,2018,4,126.97
2185,267.89,163.73,0.9776,1.2216,16.35,93.9499,92.68,2018,4,125.76
2186,267.98,162.91,0.9804,1.2226,16.32,92.9182,91.9195,2018,4,126.34
2187,264.13,159.31,0.9828,1.2178,16.17,92.82,91.6852,2018,4,125.51
2188,267.25,162.53,0.988,1.2113,16.17,94.465,93.59,2018,4,125.57
2189,267.34,164.41,0.9884,1.2108,16.12,93.94,92.4151,2018,4,125.62
2190,267.89,163.48,0.9911,1.2074,15.99,92.31,91.28,2018,4,125.2
2191,265.1,162.8,0.9954,1.2,15.82,90.3753,89.5263,2018,5,123.9848
2192,265.68,163.57,0.9975,1.1968,16.1,92.56,91.34,2018,5,124.54
2193,263.36,162.4,0.9978,1.197,16.12,92.55,91.51,2018,5,124.76
2194,266.79,165.25,1.0005,1.1946,16.08,92.17,91.3101,2018,5,124.65
2195,268.02,166.78,1.0023,1.1927,16.08,93.079,92.1016,2018,5,124.7
2196,267.33,166.43,1.0016,1.1863,16.09,92.68,92.0036,2018,5,124.95
2197,269.87,168.0,1.0042,1.1852,16.1828,93.45,92.7412,2018,5,124.87
2198,272.39,169.74,1.0036,1.1896,16.31,95.206,94.04,2018,5,125.3724
2199,273.15,169.86,0.9996,1.1951,16.39,95.3,94.1351,2018,5,125.59
2200,274.08,170.82,0.9976,1.1976,16.239,95.18,94.79,2018,5,125.21
2201,271.61,168.5,0.9998,1.1864,15.8879,93.58,92.23,2018,5,122.82
2202,272.76,169.37,1.0004,1.1788,16.0,94.04,93.74,2018,5,122.61
2203,273.23,169.61,1.0014,1.1798,16.064,94.06,92.99,2018,5,122.43
2204,272.03,168.26,0.997,1.1775,16.041,93.055,91.62,2018,5,122.65
2205,273.98,169.5,0.9978,1.1768,16.09,94.58,92.796,2018,5,122.53
2206,274.25,169.45,0.9924,1.1783,16.2252,95.58,94.3,2018,5,122.74
2207,273.39,169.62,0.9952,1.1693,16.0542,93.46,92.0,2018,5,122.74
2208,273.22,169.85,0.9916,1.1729,16.25,93.38,92.25,2018,5,123.82
2209,272.86,170.33,0.9912,1.1666,16.205,93.28,92.21,2018,5,123.7
2210,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,5,146.10147749395
2211,271.17,169.92,0.9924,1.1551,16.005,94.32,92.894,2018,5,123.64
2212,273.11,170.48,0.989,1.1664,16.12,93.7794,93.09,2018,5,123.61
2213,272.49,171.2,0.9844,1.167,16.1219,94.26,93.86,2018,5,123.78
2214,273.94,172.84,0.9867,1.1679,16.04,95.68,94.25,2018,6,123.09
2215,275.19,174.34,0.9884,1.1696,16.095,96.0,94.56,2018,6,122.93
2216,275.53,175.13,0.986,1.1672,16.0936,94.61,93.5,2018,6,123.2257
2217,277.52,175.89,0.9844,1.1778,16.291,97.28,95.69,2018,6,123.35
2218,278.28,175.93,0.9822,1.1815,16.4416,97.37,96.2,2018,6,123.145
2219,278.25,174.88,0.986,1.1773,16.37,96.85,95.78,2018,6,123.12
2220,279.37,175.34,0.9848,1.1802,16.5,97.45,97.049,2018,6,123.42
2221,279.33,176.0,0.9841,1.1792,16.5,97.38,96.72,2018,6,123.18
2222,279.48,177.14,0.9844,1.1784,16.66,96.48,96.091,2018,6,123.34
2223,279.33,177.89,0.9942,1.1634,16.83,96.26,95.47,2018,6,123.86
2224,277.51,177.33,0.9962,1.1616,16.51,94.9061,94.07,2018,6,122.2
2225,276.7,176.65,0.9952,1.1606,16.11,94.99,93.9,2018,6,121.44
2226,275.75,176.04,0.9951,1.1577,15.95,93.56,91.94,2018,6,121.03
2227,276.72,177.98,0.9956,1.1592,15.91,92.4338,91.6,2018,6,120.81
2228,275.98,177.88,0.9921,1.16,15.93,91.47,90.2,2018,6,120.32
2229,275.79,176.37,0.9902,1.163,16.05,91.09,90.4,2018,6,120.4
2230,273.62,173.99,0.9874,1.1694,15.925,90.34,89.25,2018,6,120.23
2231,272.56,173.06,0.9901,1.1675,15.8739,91.34,89.56,2018,6,119.59
2232,273.87,173.58,0.9962,1.1588,15.82,90.54,89.8996,2018,6,119.05
2233,271.75,171.77,0.9979,1.1582,15.62,89.8087,88.83,2018,6,118.67
2234,273.66,172.92,0.9922,1.1677,15.735,91.13,90.4901,2018,6,118.94
2235,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,7,146.10147749395
2236,272.04,172.85,0.9946,1.1604,15.5099,90.0,89.21,2018,7,118.21
2237,272.98,173.45,0.9922,1.1653,15.628,90.71,89.2522,2018,7,119.08
2238,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,7,146.10147749395
2239,273.18,173.06,0.9924,1.1697,15.6652,90.29,89.7,2018,7,119.33
2240,275.84,175.74,0.9901,1.1738,15.61,90.5899,89.75,2018,7,119.03
2241,277.96,177.23,0.992,1.1744,15.78,91.95,91.05,2018,7,119.73
2242,279.01,177.72,0.9926,1.1728,15.67,90.23,89.34,2018,7,119.0
2243,278.04,177.07,0.9932,1.1722,15.51,89.57,88.91,2018,7,118.53
2244,279.43,179.46,1.0009,1.1692,15.5739,90.6294,89.32,2018,7,118.2638
2245,279.93,179.9,1.0028,1.1667,15.46,89.41,89.0552,2018,7,117.75
2246,279.8,179.95,0.9974,1.171,15.3865,88.65,87.23,2018,7,117.625
2247,280.91,180.65,0.9992,1.1664,15.27,87.05,86.28,2018,7,116.925
2248,281.18,180.44,0.9994,1.1645,15.17,86.6,86.15,2018,7,116.35
2249,280.74,179.88,1.0016,1.1604,15.06,84.5799,81.93,2018,7,116.47
2250,280.48,180.17,0.9944,1.1708,15.12,85.1125,84.2455,2018,7,116.71
2251,280.43,179.64,0.9927,1.1702,15.03,86.8999,85.76,2018,7,116.31
2252,282.56,182.05,0.9944,1.1684,15.1799,88.03,86.899,2018,7,116.43
2253,284.37,182.93,0.9942,1.1677,15.2,89.15,87.92,2018,7,116.8366
2254,284.11,180.92,0.9938,1.1654,15.1402,89.1719,87.9,2018,7,116.51
2255,283.82,181.31,0.994,1.166,15.13,88.57,87.43,2018,7,116.2399
2256,281.69,177.73,0.9885,1.1718,15.13,88.57,87.851,2018,7,116.02
2257,282.02,177.13,0.9895,1.1706,15.19,89.05,88.536,2018,7,116.35
2258,282.13,177.65,0.9923,1.1666,15.055,88.08,86.86,2018,8,115.7
2259,282.58,179.74,0.9943,1.1612,15.0,87.75,86.78,2018,8,115.23
2260,283.66,180.09,0.9926,1.1597,15.17,87.394,86.68,2018,8,115.53
2261,284.99,181.19,0.9963,1.1564,14.95,86.5742,85.96,2018,8,114.72
2262,286.01,182.14,0.9944,1.1597,15.01,87.53,86.27,2018,8,114.935
2263,285.91,182.35,0.9943,1.1598,15.04,85.7383,84.96,2018,8,114.95
2264,285.97,182.63,0.9906,1.1566,15.09,86.43,85.016,2018,8,115.12
2265,284.06,181.22,0.9954,1.1399,15.02,86.73,86.2281,2018,8,115.23
2266,284.16,182.01,0.9934,1.1396,14.85,86.13,84.21,2018,8,113.81
2267,284.17,181.66,0.993,1.1351,14.7,85.43,84.68,2018,8,113.48
2268,282.54,180.58,0.9942,1.1332,14.36,81.5,79.608,2018,8,112.18
2269,285.04,180.99,0.9962,1.1388,14.4299,86.0,83.92,2018,8,111.88
2270,285.56,180.31,0.9948,1.141,14.42,86.5,84.72,2018,8,112.15
2271,285.97,180.33,0.9943,1.1438,14.37,87.88,86.45,2018,8,112.74
2272,287.31,181.44,0.9876,1.1534,14.4017,87.0,86.5,2018,8,113.1
2273,286.76,181.27,0.9836,1.1595,14.3977,88.08,86.8,2018,8,113.49
2274,286.94,182.05,0.9848,1.1567,14.261,87.469,86.78,2018,8,112.88
2275,287.67,182.63,0.9824,1.1625,14.47,89.35,88.59,2018,8,114.42
2276,289.9,184.34,0.9802,1.1676,14.51,90.22,89.7039,2018,8,114.78
2277,290.42,185.02,0.9752,1.172,14.53,90.66,89.02,2018,8,114.8666
2278,291.74,186.84,0.9732,1.1699,14.39,91.6227,89.95,2018,8,114.21
2279,291.36,187.52,0.9709,1.1646,14.24,92.7,91.62,2018,8,113.93
2280,290.81,187.18,0.9698,1.1596,14.2101,93.35,92.55,2018,8,114.06
2281,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,9,146.10147749395
2282,270.1797653670342,182.68978435063187,0.9473143475906877,1.191436924742826,21.608060365689703,110.18447308416239,107.93186200591556,2018,9,146.10147749395
2283,290.21,186.4,0.9753,1.1566,13.79,93.82,91.01,2018,9,113.07
2284,289.64,185.55,0.9716,1.162,13.855,93.9,92.29,2018,9,113.44
2285,289.49,183.75,0.9682,1.1624,13.8917,93.25,92.105,2018,9,114.26
2286,288.7,182.67,0.9684,1.1572,13.87,93.9,92.78,2018,9,113.6
2287,289.04,182.25,0.974,1.1604,13.84,94.08,92.48,2018,9,113.43
2288,289.55,183.42,0.9737,1.1591,13.78,92.62,92.14,2018,9,113.37
2289,289.8,182.98,0.9704,1.1626,13.89,92.93,92.39,2018,9,114.39
2290,291.04,184.88,0.968,1.1672,13.962,93.3351,92.85,2018,9,114.78
2291,291.27,184.95,0.9665,1.1656,13.84,93.6988,92.5691,2018,9,113.9
2292,290.86,183.81,0.962,1.1687,13.86,93.58,93.3238,2018,9,114.03
2293,291.58,183.73,0.962,1.1693,13.8207,96.2584,94.71,2018,9,113.91
2294,291.69,183.3,0.967,1.1685,13.95,98.79,97.57,2018,9,114.15
2295,293.94,184.97,0.9624,1.1744,13.93,100.18,99.04,2018,9,114.37
2296,293.22,185.48,0.9593,1.1739,13.99,100.0562,98.86,2018,9,113.68
2297,291.5,183.96,0.962,1.1773,13.975,100.76,100.3,2018,9,113.96
2298,291.65,184.28,0.9646,1.177,14.16,101.33,100.52,2018,9,113.885
2299,292.24,185.99,0.9681,1.1758,14.05,101.913,100.91,2018,9,113.6
2300,291.91,186.49,0.9776,1.167,13.91,102.6732,100.6925,2018,9,112.4156
2301,291.28,186.28,0.9758,1.1622,14.32,103.51,102.0189,2018,9,113.0
2302,292.93,187.53,0.984,1.1567,14.1271,101.269,99.4801,2018,10,112.62
